Thành_Phố,Quận_Huyện,Giá_Cho_Thuê,Log_Giá,Diện_Tích_m2,Log_Diện_Tích,Máy_Lạnh,Nóng_Lạnh,Thang_Máy,Tủ_Lạnh,Máy_Giặt,Đầy_Đủ_Nội_Thất,Có_Gác_Lửng,Bảo_Vệ_An_Ninh,Giờ_Tự_Do,Không_Chung_Chủ
Hồ Chí Minh,Tân Phú,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,3.0,1.3862943611198906,15.0,2.772588722239781,0,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,12,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,Bình Thạnh,2.7,1.308332819650179,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,3.0,1.3862943611198906,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,3.3,1.4586150226995167,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.0,1.3862943611198906,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,1.8,1.0296194171811581,12.0,2.5649493574615367,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.3,1.4586150226995167,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.5,1.5040773967762742,24.0,3.2188758248682006,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,4.0,1.6094379124341003,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,11,4.5,1.7047480922384253,20.0,3.044522437723423,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,11,3.0,1.3862943611198906,12.0,2.5649493574615367,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.4,1.4816045409242156,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.4,1.4816045409242156,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,3.0,1.3862943611198906,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Tân,1.3,0.832909122935104,14.0,2.70805020110221,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Tân,2.4,1.2237754316221157,10.0,2.3978952727983707,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.3,1.4586150226995167,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,1.2,0.7884573603642702,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,3.0,1.3862943611198906,20.0,3.044522437723423,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,3.0,1.3862943611198906,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,2.0,1.0986122886681098,16.0,2.833213344056216,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,4.0,1.6094379124341003,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,2.5,1.252762968495368,15.0,2.772588722239781,0,0,0,0,0,0,0,0,1,0
Hồ Chí Minh,3,3.3,1.4586150226995167,15.0,2.772588722239781,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.5,1.5040773967762742,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.6,1.5260563034950492,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.9,1.589235205116581,20.0,3.044522437723423,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,4,5.0,1.791759469228055,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,5.8,1.916922612182061,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.8,1.5686159179138452,39.0,3.6888794541139363,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,3.3,1.4586150226995167,18.0,2.9444389791664403,1,0,1,0,0,0,0,1,1,0
Hồ Chí Minh,Không rõ,1.5,0.9162907318741551,50.0,3.9318256327243257,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,3.8,1.5686159179138452,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,6.0,1.9459101490553132,15.0,2.772588722239781,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,2.2,1.1631508098056809,13.0,2.6390573296152584,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,2.3,1.1939224684724346,20.0,3.044522437723423,1,0,0,0,0,0,0,1,1,0
Hồ Chí Minh,3,5.7,1.9021075263969205,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,2,4.1,1.62924053973028,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,2.8,1.33500106673234,16.0,2.833213344056216,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,2.29,1.1908875647772805,12.0,2.5649493574615367,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,3.5,1.5040773967762742,22.0,3.1354942159291497,1,0,0,0,0,0,0,1,1,0
Hồ Chí Minh,Không rõ,3.5,1.5040773967762742,15.0,2.772588722239781,0,0,1,0,0,0,0,0,1,1
Hồ Chí Minh,Không rõ,3.6,1.5260563034950492,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,1.0,0.6931471805599453,25.0,3.258096538021482,1,0,0,1,1,1,0,0,1,1
Hồ Chí Minh,9,1.0,0.6931471805599453,50.0,3.9318256327243257,1,1,0,1,1,1,0,1,0,0
Hồ Chí Minh,9,4.0,1.6094379124341003,23.0,3.1780538303479458,1,0,0,0,0,0,0,1,1,1
Hồ Chí Minh,Gò Vấp,3.5,1.5040773967762742,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Hồ Chí Minh,Không rõ,4.9,1.7749523509116738,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,3.6,1.5260563034950492,25.0,3.258096538021482,0,0,0,0,0,0,1,1,1,1
Hồ Chí Minh,Không rõ,1.6,0.9555114450274363,20.0,3.044522437723423,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,4.3,1.667706820558076,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.8,1.5686159179138452,16.0,2.833213344056216,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,4.8,1.7578579175523736,30.0,3.4339872044851463,1,0,0,0,0,0,0,1,1,0
Hồ Chí Minh,9,3.8,1.5686159179138452,28.0,3.367295829986474,0,0,0,0,1,0,0,1,1,0
Hồ Chí Minh,Bình Tân,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,2.5,1.252762968495368,16.0,2.833213344056216,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,1.8,1.0296194171811581,15.0,2.772588722239781,0,0,0,0,0,0,0,0,1,1
Hồ Chí Minh,Tân Bình,1.8,1.0296194171811581,30.0,3.4339872044851463,1,0,1,0,1,0,0,1,0,0
Hồ Chí Minh,Gò Vấp,2.5,1.252762968495368,20.0,3.044522437723423,1,1,0,1,1,0,0,1,1,1
Hồ Chí Minh,Bình Tân,2.0,1.0986122886681098,14.0,2.70805020110221,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,3.7,1.547562508716013,25.0,3.258096538021482,1,0,0,0,0,0,0,1,1,1
Hồ Chí Minh,Không rõ,1.5,0.9162907318741551,30.0,3.4339872044851463,1,1,0,1,1,1,0,1,1,1
Hồ Chí Minh,10,4.5,1.7047480922384253,27.0,3.332204510175204,0,0,1,0,0,0,0,1,1,0
Hồ Chí Minh,Tân Phú,3.9,1.589235205116581,25.0,3.258096538021482,0,0,1,0,0,1,0,1,1,1
Hồ Chí Minh,Bình Tân,3.5,1.5040773967762742,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Hồ Chí Minh,9,1.4,0.8754687373538999,15.0,2.772588722239781,0,0,1,0,0,0,0,1,0,0
Hồ Chí Minh,Tân Bình,1.6,0.9555114450274363,17.0,2.8903717578961645,1,0,0,0,0,0,0,1,1,0
Hồ Chí Minh,Gò Vấp,4.0,1.6094379124341003,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,2.8,1.33500106673234,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,4.5,1.7047480922384253,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.6,1.5260563034950492,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,1,2.0,1.0986122886681098,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,1.8,1.0296194171811581,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,1.0,0.6931471805599453,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,2.7,1.308332819650179,20.0,3.044522437723423,0,0,0,0,0,0,1,1,1,1
Hồ Chí Minh,Phú Nhuận,2.8,1.33500106673234,20.0,3.044522437723423,0,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,Gò Vấp,2.5,1.252762968495368,18.0,2.9444389791664403,0,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,Phú Nhuận,2.9,1.3609765531356006,25.0,3.258096538021482,0,0,0,0,0,0,0,0,1,1
Hồ Chí Minh,Phú Nhuận,4.3,1.667706820558076,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,1,4.5,1.7047480922384253,25.0,3.258096538021482,1,1,0,1,0,0,0,1,0,0
Hồ Chí Minh,Tân Phú,3.6,1.5260563034950492,30.0,3.4339872044851463,1,0,0,0,1,1,0,1,1,0
Hồ Chí Minh,11,5.2,1.824549292051046,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3,2.0,1.0986122886681098,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,4.1,1.62924053973028,38.0,3.6635616461296463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Tân,2.8,1.33500106673234,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.7,1.547562508716013,30.0,3.4339872044851463,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,1.5,0.9162907318741551,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,1.2,0.7884573603642702,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,1,1.7,0.9932517730102833,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,1.6,0.9555114450274363,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,1.5,0.9162907318741551,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,3.8,1.5686159179138452,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,2,4.9,1.7749523509116738,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.4,1.4816045409242156,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,2.8,1.33500106673234,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Hồ Chí Minh,9,2.9,1.3609765531356006,29.0,3.4011973816621555,1,0,0,0,1,0,0,0,1,0
Hồ Chí Minh,9,2.3,1.1939224684724346,28.0,3.367295829986474,1,0,0,0,1,0,0,1,1,1
Hồ Chí Minh,9,2.6,1.2809338454620642,27.0,3.332204510175204,1,0,0,0,0,0,0,1,0,1
Hồ Chí Minh,Bình Thạnh,6.0,1.9459101490553132,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,8,5.2,1.824549292051046,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,5,5.5,1.8718021769015913,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,4.0,1.6094379124341003,30.0,3.4339872044851463,1,1,1,1,1,1,0,0,0,0
Hồ Chí Minh,4,5.0,1.791759469228055,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,2.1,1.1314021114911006,13.0,2.6390573296152584,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,5.0,1.791759469228055,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,4.7,1.7404661748405046,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.2,1.824549292051046,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,2.8,1.33500106673234,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,0.9,0.6418538861723948,35.0,3.58351893845611,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,Gò Vấp,3.5,1.5040773967762742,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,2.6,1.2809338454620642,29.0,3.4011973816621555,1,0,0,0,1,0,0,1,0,1
Hồ Chí Minh,9,2.3,1.1939224684724346,31.0,3.4657359027997265,0,1,0,0,0,1,0,1,1,0
Hồ Chí Minh,10,4.5,1.7047480922384253,31.0,3.4657359027997265,1,0,0,0,0,0,0,0,0,1
Hồ Chí Minh,Tân Bình,3.9,1.589235205116581,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,4.1,1.62924053973028,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.5,1.5040773967762742,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.5,1.5040773967762742,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,8,3.2,1.4350845252893227,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,2,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,6.0,1.9459101490553132,36.0,3.6109179126442243,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.5,1.8718021769015913,36.0,3.6109179126442243,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.9,1.7749523509116738,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.2,1.4350845252893227,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,3.3,1.4586150226995167,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.5,1.7047480922384253,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,5.0,1.791759469228055,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,5.0,1.791759469228055,50.0,3.9318256327243257,1,0,0,0,1,0,0,1,1,1
Hồ Chí Minh,1,3.8,1.5686159179138452,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,1,4.5,1.7047480922384253,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,1,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.2,1.4350845252893227,27.0,3.332204510175204,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,2,4.7,1.7404661748405046,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.9,1.589235205116581,22.0,3.1354942159291497,0,0,1,0,0,1,0,0,1,0
Hồ Chí Minh,9,1.3,0.832909122935104,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,4.2,1.6486586255873816,20.0,3.044522437723423,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,8,1.6,0.9555114450274363,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3,1.8,1.0296194171811581,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,6.5,2.0149030205422647,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,1.3,0.832909122935104,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.6,1.7227665977411035,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,2.4,1.2237754316221157,27.0,3.332204510175204,1,0,0,0,1,1,0,0,1,0
Hồ Chí Minh,9,2.4,1.2237754316221157,28.0,3.367295829986474,0,0,0,0,0,1,0,1,1,0
Hồ Chí Minh,9,2.4,1.2237754316221157,28.0,3.367295829986474,1,0,0,0,1,0,0,1,1,1
Hồ Chí Minh,Bình Tân,3.4,1.4816045409242156,24.0,3.2188758248682006,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,4.5,1.7047480922384253,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.5,1.8718021769015913,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,4.0,1.6094379124341003,27.0,3.332204510175204,1,0,0,0,0,0,0,1,1,0
Hồ Chí Minh,9,1.3,0.832909122935104,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,4.3,1.667706820558076,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,1.7,0.9932517730102833,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,1.3,0.832909122935104,40.0,3.713572066704308,1,0,0,1,1,0,0,1,1,0
Hồ Chí Minh,Gò Vấp,3.9,1.589235205116581,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.4,1.4816045409242156,35.0,3.58351893845611,0,0,0,0,1,1,0,0,1,0
Hồ Chí Minh,Bình Thạnh,4.2,1.6486586255873816,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.7,1.547562508716013,22.0,3.1354942159291497,1,0,1,1,0,1,0,1,0,0
Hồ Chí Minh,8,3.0,1.3862943611198906,15.0,2.772588722239781,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,1.6,0.9555114450274363,36.0,3.6109179126442243,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,9,2.3,1.1939224684724346,22.0,3.1354942159291497,1,0,0,0,1,1,0,1,1,0
Hồ Chí Minh,9,2.5,1.252762968495368,27.0,3.332204510175204,1,0,0,0,1,0,0,0,1,0
Hồ Chí Minh,Tân Bình,3.8,1.5686159179138452,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.8,1.916922612182061,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.9,1.9315214116032138,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Tân,3.0,1.3862943611198906,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,6,4.3,1.667706820558076,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,3.3,1.4586150226995167,30.0,3.4339872044851463,1,0,0,0,1,0,0,1,1,1
Hồ Chí Minh,6,3.0,1.3862943611198906,30.0,3.4339872044851463,1,0,1,0,1,0,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.3,1.4586150226995167,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,6.5,2.0149030205422647,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,4.3,1.667706820558076,25.0,3.258096538021482,1,0,1,0,0,1,0,1,0,0
Hồ Chí Minh,9,4.0,1.6094379124341003,45.0,3.828641396489095,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,3.5,1.5040773967762742,15.0,2.772588722239781,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,3.6,1.5260563034950492,25.0,3.258096538021482,1,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,9,3.0,1.3862943611198906,20.0,3.044522437723423,1,1,1,0,0,1,0,1,0,0
Hồ Chí Minh,Hóc Môn,1.9,1.0647107369924282,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,4.6,1.7227665977411035,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,0,0,0,0,0,0,1,0
Hồ Chí Minh,Phú Nhuận,3.2,1.4350845252893227,20.0,3.044522437723423,1,0,0,1,0,0,0,0,1,0
Hồ Chí Minh,7,2.0,1.0986122886681098,10.0,2.3978952727983707,0,1,1,1,1,0,0,0,0,1
Hồ Chí Minh,Phú Nhuận,3.5,1.5040773967762742,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,3.8,1.5686159179138452,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,4.7,1.7404661748405046,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,2.8,1.33500106673234,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,Tân Phú,3.0,1.3862943611198906,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,4.2,1.6486586255873816,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.6,1.8870696490323797,42.0,3.7612001156935624,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,3.0,1.3862943611198906,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,4.0,1.6094379124341003,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.2,1.6486586255873816,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,3.7,1.547562508716013,25.0,3.258096538021482,1,0,0,0,1,0,0,1,1,0
Hồ Chí Minh,Bình Thạnh,6.0,1.9459101490553132,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.7,1.547562508716013,27.0,3.332204510175204,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,3.9,1.589235205116581,30.0,3.4339872044851463,0,0,0,0,1,0,0,1,0,0
Hồ Chí Minh,2,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,2,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.0,1.6094379124341003,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,3.6,1.5260563034950492,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.5,1.5040773967762742,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,5,2.5,1.252762968495368,10.0,2.3978952727983707,0,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,5,4.8,1.7578579175523736,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,4.5,1.7047480922384253,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,1.6,0.9555114450274363,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,1,5.8,1.916922612182061,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,2.2,1.1631508098056809,10.0,2.3978952727983707,0,0,0,0,1,0,0,1,1,0
Hồ Chí Minh,7,2.3,1.1939224684724346,10.0,2.3978952727983707,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,2.0,1.0986122886681098,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3,1.7,0.9932517730102833,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,2.5,1.252762968495368,20.0,3.044522437723423,0,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,Gò Vấp,2.4,1.2237754316221157,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,2.0,1.0986122886681098,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,2.4,1.2237754316221157,16.0,2.833213344056216,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,2.5,1.252762968495368,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.8,1.7578579175523736,39.0,3.6888794541139363,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,6.0,1.9459101490553132,34.0,3.5553480614894135,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,6.0,1.9459101490553132,38.0,3.6635616461296463,1,0,1,1,1,1,1,1,1,1
